,number,card,card_type,type,Place,Deck,Pilot,Online Price,Paper Price,deck_id,Date,Name,Format,url_name,url_formated
18,4,Collected Company,,Spells,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
20,2,Gavony Township,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
21,1,Godless Shrine,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
22,2,Horizon Canopy,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
23,2,Marsh Flats,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
24,2,Overgrown Tomb,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
25,2,Snow-Covered Forest,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
26,1,Snow-Covered Plains,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
27,1,Snow-Covered Swamp,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
28,2,Temple Garden,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
29,3,Verdant Catacombs,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
30,4,Windswept Heath,,Lands,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
32,1,Slaughter Pact,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
33,1,Burrenton Forge-Tender,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
34,2,Abrupt Decay,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
35,1,"Kataki, War's Wage",,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
36,1,Scavenging Ooze,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
37,1,Spellskite,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
38,4,Fulminator Mage,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
39,1,Orzhov Pontiff,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
40,1,Reclamation Sage,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
41,1,"Linvala, Keeper of Silence",,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
42,1,Reveillark,,Sideboard,6th,Abzan Company,Brad Rutherford,439 tix,"$ 1,203",333018,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
1,4,Gladecover Scout,,Creatures,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
2,4,Slippery Bogle,,Creatures,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
3,3,Kor Spiritdancer,,Creatures,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
4,1,Silhana Ledgewalker,,Creatures,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
6,3,Path to Exile,,Spells,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
8,4,Ethereal Armor,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
9,4,Hyena Umbra,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
10,2,Keen Sense,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
11,4,Rancor,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
12,3,Spider Umbra,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
13,1,Spirit Link,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
14,4,Daybreak Coronet,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
15,2,Spirit Mantle,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
16,1,Suppression Field,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
17,1,Unflinching Courage,,Enchantments,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
19,2,Horizon Canopy,,Lands,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
20,4,Razorverge Thicket,,Lands,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
21,1,Snow-Covered Forest,,Lands,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
22,2,Snow-Covered Plains,,Lands,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
23,3,Temple Garden,,Lands,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
24,4,Windswept Heath,,Lands,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
25,3,Wooded Foothills,,Lands,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
27,1,Path to Exile,,Sideboard,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
28,1,Disenchant,,Sideboard,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
29,2,Gaddock Teeg,,Sideboard,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
30,2,Rest in Peace,,Sideboard,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
31,2,Stony Silence,,Sideboard,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
32,2,Suppression Field,,Sideboard,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
33,1,Ghostly Prison,,Sideboard,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
34,4,Leyline of Sanctity,,Sideboard,7th,Bogles,Mike Berry,253 tix,$ 727,333019,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
1,3,Snapcaster Mage,,Creatures,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
2,4,Deceiver Exarch,,Creatures,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
3,2,Pestermite,,Creatures,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
4,1,Vendilion Clique,,Creatures,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
5,2,"Tasigur, the Golden Fang",,Creatures,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
7,1,Dispel,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
8,2,Inquisition of Kozilek,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
9,4,Lightning Bolt,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
10,4,Serum Visions,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
11,1,Spell Snare,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
12,4,Remand,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
13,2,Terminate,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
14,2,Kolaghan's Command,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
15,1,Cryptic Command,,Spells,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
17,4,Splinter Twin,,Enchantments,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
19,1,Blood Crypt,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
20,1,Bloodstained Mire,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
21,1,Desolate Lighthouse,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
22,4,Island,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
23,1,Mountain,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
24,4,Polluted Delta,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
25,4,Scalding Tarn,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
26,2,Steam Vents,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
27,3,Sulfur Falls,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
28,1,Swamp,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
29,1,Watery Grave,,Lands,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
31,1,Engineered Explosives,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
32,1,Dispel,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
33,2,Vandalblast,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
34,2,Bitterblossom,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
35,1,Countersquall,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
36,1,Flashfreeze,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
37,1,Spellskite,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
38,2,Anger of the Gods,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
39,2,Blood Moon,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
40,1,Batterskull,,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
41,1,"Keranos, God of Storms",,Sideboard,8th,UR Twin,Bennett Ellis,362 tix,"$ 1,138",333020,2015-10-18,States Redmond,modern,states-redmond,states-redmond-2015-10-18
1,4,Sakura-Tribe Elder,,Creatures,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
2,1,Snapcaster Mage,,Creatures,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
4,2,Lightning Bolt,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
5,1,Path to Exile,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
6,1,Farseek,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
7,1,Izzet Charm,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
8,3,Peer Through Depths,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
9,4,Remand,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
10,1,Kodama's Reach,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
11,4,Search for Tomorrow,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
12,1,Careful Consideration,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
13,4,Cryptic Command,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
14,4,Scapeshift,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
15,1,Wrath of God,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
16,3,Bring to Light,,Spells,1st,Scapeshift,Jack Wang,198 tix,$ 923,333022,2015-10-18,States Haddon Township,modern,states-haddon-township,states-haddon-township-2015-10-18
